	h1	h2	keep
Hcv1.1.c1.g250.i4	61	61	h1
Hcv1.1.c2.g362.i1	609	609	h1
Hcv1.1.c7.g635.i1	373	373	h1
Hcv1.1.c5.g1021.i1	824	824	h1
Hcv1.1.c7.g56.i2	1016	1016	h1
Hcv1.1.c7.g516.i1	226	226	h1
Hcv1.1.c11.g18.i1	440	424	h1
Hcv1.1.c8.g472.i1	1678	1677	h1
Hcv1.1.c5.g583.i1	392	392	h1
Hcv1.1.c11.g410.i1	218	218	h1
Hcv1.1.c5.g622.i1	849	805	h1
Hcv1.1.c1.g516.i1	-1	-1	NO
Hcv1.1.c9.g477.i1	165	165	h1
Hcv1.1.c11.g823.i2	468	468	h1
Hcv1.1.c1.g41.i1	375	375	h1
Hcv1.1.c3.g221.i1	194	194	h1
Hcv1.1.c3.g846.i1	298	192	h1
Hcv1.1.c1.g1144.i1	1253	1253	h1
Hcv1.1.c3.g1039.i2	1256	1256	h1
Hcv1.1.c2.g1201.i1	722	722	h1
Hcv1.1.c10.g297.i1	112	112	h1
Hcv1.1.c10.g422.i1	511	511	h1
Hcv1.1.c11.g469.i1	605	605	h1
Hcv1.1.c12.g246.i2	526	526	h1
Hcv1.1.c4.g475.i1	-1	-1	NO
Hcv1.1.c5.g1181.i2	-1	-1	NO
Hcv1.1.c6.g41.i1	498	498	h1
Hcv1.1.c2.g729.i10	574	574	h1
Hcv1.1.c4.g238.i1	473	473	h1
Hcv1.1.c6.g332.i2	100	100	h1
Hcv1.1.c8.g262.i1	770	770	h1
Hcv1.1.c9.g51.i1	496	509	h2
Hcv1.1.c5.g566.i1	391	391	h1
Hcv1.1.c9.g520.i1	141	198	h2
Hcv1.1.c12.g51.i2	457	457	h1
Hcv1.1.c4.g31.i1	873	873	h1
Hcv1.1.c12.g89.i1	346	346	h1
Hcv1.1.c1.g596.i1	451	451	h1
Hcv1.1.c9.g416.i1	420	420	h1
Hcv1.1.c2.g1057.i1	659	659	h1
Hcv1.1.c4.g421.i1	180	180	h1
Hcv1.1.c6.g412.i1	800	800	h1
Hcv1.1.c1.g545.i1	144	144	h1
Hcv1.1.c1.g894.i2	145	145	h1
Hcv1.1.c10.g180.i1	156	156	h1
Hcv1.1.c8.g679.i1	624	622	h1
Hcv1.1.c5.g402.i2	184	184	h1
Hcv1.1.c1.g1405.i5	380	380	h1
Hcv1.1.c7.g72.i2	784	775	h1
Hcv1.1.c3.g966.i1	281	281	h1
Hcv1.1.c11.g808.i1	183	185	h2
Hcv1.1.c1.g336.i6	247	249	h2
Hcv1.1.c2.g1432.i1	456	456	h1
Hcv1.1.c13.g63.i1	499	499	h1
Hcv1.1.c12.g46.i1	530	529	h1
Hcv1.1.c6.g65.i1	214	214	h1
Hcv1.1.c1.g973.i1	552	552	h1
Hcv1.1.c5.g678.i4	354	354	h1
Hcv1.1.c6.g621.i1	389	389	h1
Hcv1.1.c2.g1349.i1	411	411	h1
Hcv1.1.c7.g125.i1	971	949	h1
Hcv1.1.c4.g172.i1	328	328	h1
Hcv1.1.c6.g655.i1	501	500	h1
Hcv1.1.c1.g171.i2	520	495	h1
Hcv1.1.c9.g407.i1	1444	1444	h1
Hcv1.1.c10.g241.i1	458	458	h1
Hcv1.1.c1.g1424.i1	611	609	h1
Hcv1.1.c12.g338.i5	1045	1045	h1
Hcv1.1.c13.g445.i1	1514	1514	h1
Hcv1.1.c5.g253.i1	150	150	h1
Hcv1.1.c12.g407.i1	658	658	h1
Hcv1.1.c6.g297.i4	480	480	h1
Hcv1.1.c10.g192.i1	52	52	h1
Hcv1.1.c1.g626.i3	845	470	h1
Hcv1.1.c9.g790.i2	260	289	h2
Hcv1.1.c10.g46.i1	508	508	h1
Hcv1.1.c7.g775.i1	283	283	h1
Hcv1.1.c12.g16.i1	628	626	h1
Hcv1.1.c1.g1095.i1	393	399	h2
Hcv1.1.c2.g1280.i1	874	874	h1
Hcv1.1.c3.g871.i1	588	585	h1
Hcv1.1.c7.g107.i3	434	434	h1
Hcv1.1.c5.g156.i2	300	300	h1
Hcv1.1.c8.g801.i1	376	376	h1
Hcv1.1.c11.g735.i1	212	212	h1
Hcv1.1.c3.g163.i1	478	478	h1
Hcv1.1.c13.g39.i1	480	480	h1
Hcv1.1.c13.g541.i3	668	668	h1
Hcv1.1.c4.g305.i1	223	223	h1
Hcv1.1.c8.g655.i1	292	292	h1
Hcv1.1.c7.g406.i1	151	153	h2
Hcv1.1.c3.g678.i1	360	360	h1
Hcv1.1.c8.g782.i1	762	762	h1
Hcv1.1.c3.g1126.i1	392	392	h1
Hcv1.1.c5.g255.i1	640	640	h1
Hcv1.1.c5.g627.i1	228	229	h2
Hcv1.1.c13.g115.i2	826	826	h1
Hcv1.1.c5.g397.i1	504	504	h1
Hcv1.1.c1.g790.i1	339	339	h1
Hcv1.1.c1.g593.i7	57	57	h1
Hcv1.1.c1.g563.i2	850	864	h2
Hcv1.1.c5.g280.i2	414	414	h1
Hcv1.1.c2.g390.i1	580	580	h1
Hcv1.1.c3.g882.i1	589	589	h1
Hcv1.1.c11.g501.i4	738	738	h1
Hcv1.1.c2.g1306.i2	352	352	h1
Hcv1.1.c9.g72.i3	937	937	h1
Hcv1.1.c3.g293.i1	429	429	h1
Hcv1.1.c12.g338.i15	899	899	h1
Hcv1.1.c11.g59.i1	344	344	h1
Hcv1.1.c5.g475.i1	501	501	h1
Hcv1.1.c10.g112.i9	759	759	h1
Hcv1.1.c11.g78.i1	233	233	h1
Hcv1.1.c5.g78.i1	293	293	h1
Hcv1.1.c11.g720.i5	349	349	h1
Hcv1.1.c6.g943.i2	111	111	h1
Hcv1.1.c12.g162.i3	247	247	h1
Hcv1.1.c3.g82.i1	125	124	h1
Hcv1.1.c11.g677.i1	939	964	h2
Hcv1.1.c1.g396.i3	340	340	h1
Hcv1.1.c5.g1055.i1	692	693	h2
Hcv1.1.c13.g275.i2	339	339	h1
Hcv1.1.c8.g406.i1	649	362	h1
Hcv1.1.c6.g200.i4	1186	1186	h1
Hcv1.1.c9.g741.i1	113	113	h1
Hcv1.1.c5.g1012.i1	751	673	h1
Hcv1.1.c7.g209.i1	400	400	h1
Hcv1.1.c7.g110.i2	516	516	h1
Hcv1.1.c11.g428.i1	462	461	h1
Hcv1.1.c6.g960.i1	265	265	h1
Hcv1.1.c8.g807.i1	776	780	h2
Hcv1.1.c5.g212.i1	380	381	h2
Hcv1.1.c6.g1003.i1	127	127	h1
Hcv1.1.c5.g197.i1	348	348	h1
Hcv1.1.c5.g264.i1	219	219	h1
Hcv1.1.c2.g795.i2	502	502	h1
Hcv1.1.c4.g481.i1	268	268	h1
Hcv1.1.c6.g207.i2	446	446	h1
Hcv1.1.c2.g914.i1	690	690	h1
Hcv1.1.c4.g561.i1	94	94	h1
Hcv1.1.c12.g52.i2	1061	1056	h1
Hcv1.1.c1.g271.i1	233	233	h1
Hcv1.1.c12.g287.i1	-1	-1	NO
Hcv1.1.c8.g159.i1	214	214	h1
Hcv1.1.c1.g807.i1	526	584	h2
Hcv1.1.c9.g733.i1	460	460	h1
Hcv1.1.c2.g746.i1	759	759	h1
Hcv1.1.c3.g490.i1	367	367	h1
Hcv1.1.c4.g134.i1	857	846	h1
Hcv1.1.c4.g390.i4	713	713	h1
Hcv1.1.c9.g247.i4	317	317	h1
Hcv1.1.c7.g17.i1	652	652	h1
Hcv1.1.c1.g524.i1	562	562	h1
Hcv1.1.c12.g385.i1	331	331	h1
Hcv1.1.c11.g199.i1	758	750	h1
Hcv1.1.c7.g739.i1	377	377	h1
Hcv1.1.c8.g722.i1	551	551	h1
Hcv1.1.c1.g435.i1	233	530	h2
Hcv1.1.c2.g1179.i1	667	701	h2
Hcv1.1.c1.g618.i4	400	400	h1
Hcv1.1.c1.g265.i1	891	813	h1
Hcv1.1.c5.g687.i1	1526	1526	h1
Hcv1.1.c6.g162.i3	268	268	h1
Hcv1.1.c8.g372.i1	51	-1	h1
Hcv1.1.c10.g95.i1	681	681	h1
Hcv1.1.c6.g567.i2	576	301	h1
Hcv1.1.c6.g1117.i1	309	309	h1
Hcv1.1.c2.g717.i2	1212	1212	h1
Hcv1.1.c12.g329.i1	69	69	h1
Hcv1.1.c8.g797.i3	403	403	h1
Hcv1.1.c1.g689.i1	305	305	h1
Hcv1.1.c3.g665.i1	358	358	h1
Hcv1.1.c5.g1127.i1	167	167	h1
Hcv1.1.c6.g1060.i1	427	427	h1
Hcv1.1.c2.g435.i1	396	396	h1
Hcv1.1.c2.g1154.i2	554	554	h1
Hcv1.1.c12.g281.i1	710	710	h1
Hcv1.1.c11.g155.i2	711	711	h1
Hcv1.1.c9.g341.i1	263	263	h1
Hcv1.1.c1.g387.i1	168	168	h1
Hcv1.1.c13.g97.i1	310	313	h2
Hcv1.1.c5.g246.i2	483	483	h1
Hcv1.1.c8.g578.i1	183	183	h1
Hcv1.1.c10.g466.i1	836	834	h1
Hcv1.1.c5.g639.i2	1947	1721	h1
Hcv1.1.c8.g629.i1	196	174	h1
Hcv1.1.c10.g200.i1	443	443	h1
Hcv1.1.c9.g298.i2	1445	1444	h1
Hcv1.1.c12.g330.i1	307	307	h1
Hcv1.1.c1.g1062.i1	1308	1111	h1
Hcv1.1.c6.g633.i1	367	367	h1
Hcv1.1.c8.g503.i2	1120	1120	h1
Hcv1.1.c7.g747.i1	442	442	h1
Hcv1.1.c6.g748.i2	347	336	h1
Hcv1.1.c6.g943.i1	111	111	h1
Hcv1.1.c9.g646.i1	661	661	h1
Hcv1.1.c6.g796.i3	212	799	h2
Hcv1.1.c2.g959.i1	1470	1470	h1
Hcv1.1.c3.g1053.i1	174	174	h1
Hcv1.1.c5.g819.i3	479	479	h1
Hcv1.1.c2.g447.i3	691	691	h1
Hcv1.1.c8.g241.i1	229	184	h1
Hcv1.1.c7.g528.i1	91	91	h1
Hcv1.1.c11.g535.i1	569	569	h1
Hcv1.1.c13.g386.i1	405	405	h1
Hcv1.1.c4.g390.i3	745	745	h1
Hcv1.1.c2.g422.i1	232	232	h1
Hcv1.1.c3.g54.i4	443	441	h1
Hcv1.1.c3.g1105.i2	130	130	h1
Hcv1.1.c8.g499.i1	249	244	h1
Hcv1.1.c1.g1241.i1	429	429	h1
Hcv1.1.c6.g550.i1	-1	-1	NO
Hcv1.1.c12.g38.i1	169	169	h1
Hcv1.1.c12.g438.i2	236	236	h1
Hcv1.1.c8.g640.i1	558	540	h1
Hcv1.1.c2.g664.i2	171	171	h1
Hcv1.1.c6.g406.i1	356	356	h1
Hcv1.1.c1.g1084.i2	274	274	h1
Hcv1.1.c5.g1057.i3	489	489	h1
Hcv1.1.c2.g703.i1	747	747	h1
Hcv1.1.c3.g851.i2	403	403	h1
Hcv1.1.c3.g1030.i2	486	486	h1
Hcv1.1.c4.g154.i1	426	426	h1
Hcv1.1.c13.g335.i1	369	369	h1
Hcv1.1.c8.g172.i2	591	591	h1
Hcv1.1.c10.g565.i2	1025	1025	h1
Hcv1.1.c11.g264.i1	157	157	h1
Hcv1.1.c12.g256.i1	317	317	h1
Hcv1.1.c8.g399.i2	504	504	h1
Hcv1.1.c5.g202.i1	248	248	h1
Hcv1.1.c8.g290.i1	626	630	h2
Hcv1.1.c9.g432.i2	694	694	h1
Hcv1.1.c7.g262.i1	613	613	h1
Hcv1.1.c3.g129.i1	950	950	h1
Hcv1.1.c11.g85.i1	587	587	h1
Hcv1.1.c3.g786.i1	298	298	h1
Hcv1.1.c7.g315.i1	719	719	h1
Hcv1.1.c7.g91.i1	546	546	h1
Hcv1.1.c2.g353.i1	249	249	h1
Hcv1.1.c12.g107.i1	537	537	h1
Hcv1.1.c6.g417.i5	127	127	h1
Hcv1.1.c13.g397.i1	1837	1844	h2
Hcv1.1.c8.g794.i1	1289	1289	h1
Hcv1.1.c11.g441.i1	258	242	h1
Hcv1.1.c11.g361.i1	265	265	h1
Hcv1.1.c8.g434.i1	409	396	h1
Hcv1.1.c9.g659.i2	2785	2785	h1
Hcv1.1.c3.g578.i2	1260	1260	h1
Hcv1.1.c2.g959.i2	1579	840	h1
Hcv1.1.c5.g1166.i1	642	642	h1
Hcv1.1.c2.g1084.i1	311	311	h1
Hcv1.1.c5.g929.i1	202	202	h1
Hcv1.1.c8.g20.i1	548	548	h1
Hcv1.1.c5.g135.i1	398	398	h1
Hcv1.1.c10.g14.i1	51	51	h1
Hcv1.1.c11.g322.i1	434	434	h1
Hcv1.1.c2.g234.i1	315	315	h1
Hcv1.1.c13.g547.i2	683	726	h2
Hcv1.1.c2.g468.i2	895	898	h2
Hcv1.1.c1.g848.i1	341	341	h1
Hcv1.1.c2.g1274.i1	606	606	h1
Hcv1.1.c13.g138.i1	989	989	h1
Hcv1.1.c4.g333.i1	2468	2453	h1
Hcv1.1.c11.g849.i2	362	362	h1
Hcv1.1.c3.g872.i3	685	685	h1
Hcv1.1.c3.g529.i1	127	127	h1
Hcv1.1.c2.g645.i1	461	461	h1
Hcv1.1.c3.g140.i1	1250	1248	h1
Hcv1.1.c5.g1181.i3	-1	52	h2
Hcv1.1.c3.g978.i1	1105	1105	h1
Hcv1.1.c6.g1113.i2	312	312	h1
Hcv1.1.c1.g282.i1	97	97	h1
Hcv1.1.c13.g463.i1	305	212	h1
Hcv1.1.c10.g229.i1	760	760	h1
Hcv1.1.c6.g176.i2	858	858	h1
Hcv1.1.c7.g110.i1	511	511	h1
Hcv1.1.c3.g55.i1	338	338	h1
Hcv1.1.c3.g368.i1	210	210	h1
Hcv1.1.c11.g359.i1	527	515	h1
Hcv1.1.c10.g292.i1	540	424	h1
Hcv1.1.c5.g44.i1	853	854	h2
Hcv1.1.c2.g1409.i5	720	720	h1
Hcv1.1.c5.g594.i1	117	117	h1
Hcv1.1.c7.g258.i1	602	602	h1
Hcv1.1.c8.g249.i1	365	365	h1
Hcv1.1.c13.g121.i2	84	60	h1
Hcv1.1.c2.g1132.i1	326	325	h1
Hcv1.1.c11.g533.i1	346	345	h1
Hcv1.1.c5.g983.i4	194	194	h1
Hcv1.1.c3.g1026.i1	398	398	h1
Hcv1.1.c6.g240.i1	-1	106	h2
Hcv1.1.c5.g669.i2	683	683	h1
Hcv1.1.c1.g419.i1	417	797	h2
Hcv1.1.c10.g270.i1	528	528	h1
Hcv1.1.c9.g448.i1	1074	367	h1
Hcv1.1.c9.g498.i1	479	490	h2
Hcv1.1.c4.g125.i1	86	131	h2
Hcv1.1.c8.g29.i1	-1	-1	NO
Hcv1.1.c3.g358.i1	326	328	h2
Hcv1.1.c7.g827.i3	278	278	h1
Hcv1.1.c3.g141.i4	243	243	h1
Hcv1.1.c7.g136.i1	863	862	h1
Hcv1.1.c2.g1318.i1	847	828	h1
Hcv1.1.c11.g112.i1	409	409	h1
Hcv1.1.c12.g136.i9	1008	1008	h1
Hcv1.1.c1.g522.i2	1060	1060	h1
Hcv1.1.c7.g90.i1	181	183	h2
Hcv1.1.c6.g198.i1	813	817	h2
Hcv1.1.c3.g489.i1	527	527	h1
Hcv1.1.c6.g1085.i4	-1	-1	NO
Hcv1.1.c8.g315.i1	84	84	h1
Hcv1.1.c5.g437.i2	745	745	h1
Hcv1.1.c3.g1110.i2	265	265	h1
Hcv1.1.c2.g947.i1	263	263	h1
Hcv1.1.c2.g763.i1	568	568	h1
Hcv1.1.c9.g543.i1	607	608	h2
Hcv1.1.c1.g1411.i6	692	692	h1
Hcv1.1.c7.g531.i2	294	152	h1
Hcv1.1.c6.g1098.i1	430	429	h1
Hcv1.1.c9.g680.i1	445	445	h1
Hcv1.1.c1.g171.i3	333	320	h1
Hcv1.1.c1.g910.i1	307	306	h1
Hcv1.1.c1.g918.i1	248	248	h1
Hcv1.1.c9.g704.i1	437	440	h2
Hcv1.1.c3.g996.i1	327	327	h1
Hcv1.1.c10.g37.i1	1228	1228	h1
Hcv1.1.c11.g188.i1	334	334	h1
Hcv1.1.c3.g608.i1	377	377	h1
Hcv1.1.c1.g336.i5	207	207	h1
Hcv1.1.c2.g1307.i1	177	177	h1
Hcv1.1.c13.g22.i1	335	335	h1
Hcv1.1.c8.g538.i2	217	217	h1
Hcv1.1.c12.g124.i4	320	320	h1
Hcv1.1.c7.g788.i7	429	429	h1
Hcv1.1.c13.g357.i4	527	527	h1
Hcv1.1.c5.g618.i1	319	319	h1
Hcv1.1.c7.g301.i2	324	324	h1
Hcv1.1.c7.g352.i1	108	108	h1
Hcv1.1.c13.g231.i1	1674	1674	h1
Hcv1.1.c11.g107.i3	1431	1455	h2
Hcv1.1.c12.g136.i3	1243	857	h1
Hcv1.1.c7.g335.i1	145	56	h1
Hcv1.1.c7.g860.i1	450	450	h1
Hcv1.1.c8.g192.i1	632	632	h1
Hcv1.1.c11.g384.i1	911	911	h1
Hcv1.1.c11.g654.i1	425	425	h1
Hcv1.1.c1.g1114.i1	528	528	h1
Hcv1.1.c2.g1366.i2	268	268	h1
Hcv1.1.c1.g674.i1	519	519	h1
Hcv1.1.c5.g97.i1	884	885	h2
Hcv1.1.c3.g102.i2	365	365	h1
Hcv1.1.c12.g95.i2	536	536	h1
Hcv1.1.c8.g202.i2	957	957	h1
Hcv1.1.c5.g165.i1	495	495	h1
Hcv1.1.c1.g1386.i1	289	576	h2
Hcv1.1.c8.g247.i2	438	438	h1
Hcv1.1.c8.g677.i2	231	231	h1
Hcv1.1.c11.g480.i1	189	222	h2
Hcv1.1.c7.g39.i2	186	186	h1
Hcv1.1.c2.g156.i2	1049	1049	h1
Hcv1.1.c5.g313.i1	345	345	h1
Hcv1.1.c4.g399.i1	374	376	h2
Hcv1.1.c5.g52.i1	159	159	h1
Hcv1.1.c5.g628.i1	459	462	h2
Hcv1.1.c1.g916.i2	248	248	h1
Hcv1.1.c2.g586.i1	745	745	h1
Hcv1.1.c4.g404.i1	-1	-1	NO
Hcv1.1.c2.g1245.i2	957	506	h1
Hcv1.1.c7.g389.i1	228	228	h1
Hcv1.1.c6.g929.i1	326	326	h1
Hcv1.1.c1.g1141.i2	145	160	h2
Hcv1.1.c1.g647.i3	488	389	h1
Hcv1.1.c1.g1392.i4	549	549	h1
Hcv1.1.c8.g559.i1	442	442	h1
Hcv1.1.c6.g13.i1	686	686	h1
Hcv1.1.c1.g1449.i1	50	50	h1
Hcv1.1.c11.g638.i1	390	390	h1
Hcv1.1.c1.g604.i1	131	131	h1
Hcv1.1.c13.g313.i1	1604	1604	h1
Hcv1.1.c10.g149.i1	490	490	h1
Hcv1.1.c2.g387.i1	1426	1426	h1
Hcv1.1.c8.g350.i1	102	102	h1
Hcv1.1.c10.g201.i3	2086	1103	h1
Hcv1.1.c11.g358.i2	1811	1811	h1
Hcv1.1.c11.g737.i1	333	333	h1
Hcv1.1.c2.g1369.i1	1051	1051	h1
Hcv1.1.c9.g571.i2	1638	1638	h1
Hcv1.1.c7.g217.i2	-1	-1	NO
Hcv1.1.c2.g1371.i1	329	329	h1
Hcv1.1.c10.g400.i1	330	330	h1
Hcv1.1.c3.g91.i1	78	143	h2
Hcv1.1.c2.g1351.i1	449	449	h1
Hcv1.1.c13.g66.i2	644	506	h1
Hcv1.1.c3.g290.i1	1657	1657	h1
Hcv1.1.c4.g69.i2	1986	1263	h1
Hcv1.1.c8.g30.i1	720	720	h1
Hcv1.1.c3.g540.i1	203	203	h1
Hcv1.1.c9.g182.i1	340	340	h1
Hcv1.1.c10.g451.i2	593	593	h1
Hcv1.1.c2.g399.i1	-1	63	h2
Hcv1.1.c7.g317.i1	454	454	h1
Hcv1.1.c1.g1052.i1	343	343	h1
Hcv1.1.c8.g289.i1	158	158	h1
Hcv1.1.c1.g781.i1	249	182	h1
Hcv1.1.c2.g712.i1	886	887	h2
Hcv1.1.c2.g758.i1	393	393	h1
Hcv1.1.c4.g33.i1	423	423	h1
Hcv1.1.c2.g230.i1	498	498	h1
Hcv1.1.c1.g1260.i1	862	853	h1
Hcv1.1.c6.g542.i1	276	276	h1
Hcv1.1.c8.g483.i1	364	364	h1
Hcv1.1.c1.g1490.i2	460	460	h1
Hcv1.1.c11.g689.i1	445	418	h1
Hcv1.1.c4.g323.i1	151	151	h1
Hcv1.1.c6.g506.i1	1384	1380	h1
Hcv1.1.c6.g586.i1	228	228	h1
Hcv1.1.c3.g518.i1	674	674	h1
Hcv1.1.c13.g427.i1	519	519	h1
Hcv1.1.c8.g740.i2	135	124	h1
Hcv1.1.c2.g1411.i1	454	454	h1
Hcv1.1.c2.g244.i2	803	803	h1
Hcv1.1.c13.g137.i2	974	974	h1
Hcv1.1.c6.g119.i2	-1	-1	NO
Hcv1.1.c8.g476.i2	643	661	h2
Hcv1.1.c9.g370.i2	1188	958	h1
Hcv1.1.c9.g747.i3	523	523	h1
Hcv1.1.c11.g769.i3	692	694	h2
Hcv1.1.c7.g200.i2	119	119	h1
Hcv1.1.c2.g836.i1	122	122	h1
Hcv1.1.c12.g183.i1	439	434	h1
Hcv1.1.c8.g150.i1	642	573	h1
Hcv1.1.c11.g10.i2	234	234	h1
Hcv1.1.c2.g1156.i1	1036	792	h1
Hcv1.1.c12.g62.i1	353	353	h1
Hcv1.1.c2.g1343.i1	727	423	h1
Hcv1.1.c6.g172.i1	596	596	h1
Hcv1.1.c12.g152.i1	386	386	h1
Hcv1.1.c11.g33.i2	234	234	h1
Hcv1.1.c6.g437.i5	220	220	h1
Hcv1.1.c2.g905.i1	430	760	h2
Hcv1.1.c1.g493.i1	308	309	h2
Hcv1.1.c7.g795.i3	274	275	h2
Hcv1.1.c10.g524.i1	459	849	h2
Hcv1.1.c7.g812.i2	1140	1139	h1
Hcv1.1.c11.g487.i1	324	324	h1
Hcv1.1.c11.g463.i1	1080	1080	h1
Hcv1.1.c1.g958.i1	475	207	h1
Hcv1.1.c2.g1122.i1	717	717	h1
Hcv1.1.c5.g1099.i1	425	425	h1
Hcv1.1.c3.g62.i1	866	489	h1
Hcv1.1.c1.g372.i3	214	498	h2
Hcv1.1.c3.g491.i1	435	435	h1
Hcv1.1.c2.g1131.i4	844	844	h1
Hcv1.1.c12.g339.i1	324	324	h1
Hcv1.1.c8.g301.i1	301	301	h1
Hcv1.1.c11.g433.i1	559	560	h2
Hcv1.1.c1.g285.i4	468	468	h1
Hcv1.1.c13.g325.i1	112	112	h1
Hcv1.1.c8.g436.i1	316	316	h1
Hcv1.1.c3.g863.i2	820	827	h2
Hcv1.1.c11.g636.i4	2396	2446	h2
Hcv1.1.c6.g712.i1	-1	-1	NO
Hcv1.1.c13.g410.i1	179	197	h2
Hcv1.1.c10.g300.i1	324	324	h1
Hcv1.1.c11.g351.i1	600	600	h1
Hcv1.1.c9.g149.i2	745	745	h1
Hcv1.1.c1.g247.i2	190	190	h1
Hcv1.1.c11.g702.i1	233	233	h1
Hcv1.1.c9.g11.i2	349	349	h1
Hcv1.1.c2.g9.i1	538	538	h1
Hcv1.1.c4.g457.i2	982	982	h1
Hcv1.1.c5.g931.i1	1527	1527	h1
Hcv1.1.c11.g430.i2	412	412	h1
Hcv1.1.c3.g570.i1	369	571	h2
Hcv1.1.c3.g69.i1	311	311	h1
Hcv1.1.c2.g188.i1	256	256	h1
Hcv1.1.c1.g490.i1	220	220	h1
Hcv1.1.c3.g563.i1	80	80	h1
Hcv1.1.c6.g900.i2	544	342	h1
Hcv1.1.c6.g319.i1	502	502	h1
Hcv1.1.c9.g584.i1	603	603	h1
Hcv1.1.c1.g1199.i2	253	442	h2
Hcv1.1.c7.g224.i1	201	201	h1
Hcv1.1.c6.g58.i1	368	368	h1
Hcv1.1.c11.g281.i1	462	462	h1
Hcv1.1.c10.g563.i1	67	71	h2
Hcv1.1.c4.g306.i1	537	537	h1
Hcv1.1.c4.g202.i2	947	744	h1
Hcv1.1.c2.g1234.i1	314	313	h1
Hcv1.1.c5.g957.i1	283	283	h1
Hcv1.1.c1.g261.i1	534	538	h2
Hcv1.1.c4.g519.i1	713	1413	h2
Hcv1.1.c5.g1041.i2	761	761	h1
Hcv1.1.c7.g824.i1	1276	1276	h1
Hcv1.1.c2.g897.i1	99	99	h1
Hcv1.1.c5.g216.i1	699	699	h1
Hcv1.1.c1.g1416.i1	394	386	h1
Hcv1.1.c7.g259.i2	82	82	h1
Hcv1.1.c12.g83.i2	585	584	h1
Hcv1.1.c6.g776.i1	1031	1031	h1
Hcv1.1.c10.g223.i1	1084	1083	h1
Hcv1.1.c1.g626.i1	773	773	h1
Hcv1.1.c2.g873.i1	315	315	h1
Hcv1.1.c1.g680.i1	255	255	h1
Hcv1.1.c4.g99.i1	91	91	h1
Hcv1.1.c5.g165.i3	491	491	h1
Hcv1.1.c7.g690.i1	594	610	h2
Hcv1.1.c5.g71.i1	531	530	h1
Hcv1.1.c8.g523.i1	435	435	h1
Hcv1.1.c8.g790.i2	430	430	h1
Hcv1.1.c12.g189.i2	1072	1072	h1
Hcv1.1.c9.g773.i32	570	570	h1
Hcv1.1.c5.g803.i1	403	403	h1
Hcv1.1.c11.g540.i4	165	161	h1
Hcv1.1.c11.g254.i1	283	283	h1
Hcv1.1.c12.g278.i5	649	649	h1
Hcv1.1.c12.g308.i1	1779	1779	h1
Hcv1.1.c7.g529.i2	972	1008	h2
Hcv1.1.c13.g337.i1	1048	1046	h1
Hcv1.1.c10.g285.i1	300	301	h2
Hcv1.1.c11.g318.i1	2335	2335	h1
Hcv1.1.c11.g801.i1	221	221	h1
Hcv1.1.c8.g635.i1	534	534	h1
Hcv1.1.c6.g611.i1	-1	-1	NO
Hcv1.1.c4.g249.i2	715	715	h1
Hcv1.1.c7.g646.i1	167	167	h1
Hcv1.1.c6.g730.i1	693	693	h1
Hcv1.1.c2.g1257.i1	105	105	h1
Hcv1.1.c1.g1442.i2	1060	1061	h2
Hcv1.1.c1.g1482.i1	250	250	h1
Hcv1.1.c5.g470.i1	221	221	h1
Hcv1.1.c4.g19.i1	1363	1363	h1
Hcv1.1.c7.g467.i1	308	308	h1
Hcv1.1.c2.g1429.i1	461	461	h1
Hcv1.1.c1.g1266.i1	833	833	h1
Hcv1.1.c2.g244.i1	803	803	h1
Hcv1.1.c6.g185.i1	532	533	h2
Hcv1.1.c2.g342.i1	162	162	h1
Hcv1.1.c1.g706.i1	652	652	h1
Hcv1.1.c13.g525.i1	302	302	h1
Hcv1.1.c5.g119.i2	2250	2250	h1
Hcv1.1.c2.g453.i2	1095	1095	h1
Hcv1.1.c2.g1097.i1	203	202	h1
Hcv1.1.c2.g308.i1	787	643	h1
Hcv1.1.c4.g497.i2	488	488	h1
Hcv1.1.c7.g501.i1	513	517	h2
Hcv1.1.c2.g426.i2	557	651	h2
Hcv1.1.c13.g268.i1	440	433	h1
Hcv1.1.c1.g815.i1	-1	-1	NO
Hcv1.1.c4.g723.i1	133	133	h1
Hcv1.1.c2.g991.i1	410	410	h1
Hcv1.1.c5.g802.i1	514	514	h1
Hcv1.1.c2.g822.i2	1135	2161	h2
Hcv1.1.c10.g272.i2	1545	1250	h1
Hcv1.1.c3.g259.i2	1237	1237	h1
Hcv1.1.c3.g737.i1	398	398	h1
Hcv1.1.c2.g459.i2	143	143	h1
Hcv1.1.c3.g33.i1	378	378	h1
Hcv1.1.c8.g63.i1	1721	1721	h1
Hcv1.1.c5.g796.i1	167	167	h1
Hcv1.1.c10.g249.i1	235	235	h1
Hcv1.1.c5.g809.i1	813	813	h1
Hcv1.1.c10.g126.i2	259	260	h2
Hcv1.1.c2.g1355.i1	449	449	h1
Hcv1.1.c1.g47.i1	1182	1175	h1
Hcv1.1.c4.g15.i1	549	549	h1
Hcv1.1.c5.g316.i3	917	917	h1
Hcv1.1.c7.g799.i1	437	562	h2
Hcv1.1.c1.g1207.i2	202	202	h1
Hcv1.1.c2.g724.i2	428	428	h1
Hcv1.1.c7.g245.i7	1164	1164	h1
Hcv1.1.c7.g678.i2	214	214	h1
Hcv1.1.c11.g522.i1	567	568	h2
